ANSWER,CLUE
KÜRSÜ,ANA BİLİM DALI
KÜS,DARGIN
KÜSKÜ,BASİT KALDIRAÇ
KÜSPE,PANCAR POSASI
KÜT,KESKİN OLMAYAN
KÜT,KISA VE KALINCA
Kİ,"BELKİ, ÇÜNKÜ, HÂLBUKİ"
Kİ,BİR BAĞLAÇ
Kİ,İLGİ EKİ
KİBAR,"DAVRANIŞ, DÜŞÜNCE, DUYGU BAKIMINDAN İNCE, NAZİK OLAN (KİMSE)"
KİBAR,"DAVRANIŞ, DÜŞÜNCE, DUYGU BAKIMINDAN İNCE, NAZİK OLAN KİMSE"
KİBAR,"SOYLU, KÖKLÜ (KİMSE, AİLE)"
KİBAR,"SOYLU, KÖKLÜ (KİMSE,AİLE)"
KİBAR,"SOYLU,KÖKLÜ (KİMSE AİLE)"
KİEL,ALMANYA’DA BİR KENT
KİEV,UKRAYNA'NIN BAŞKENTİ
KİEV,UKRAYNANIN BAŞKENTİ
KİEV,UKRAYNA’NIN BAŞKENTİ
KİGALİ,RUANDANIN BAŞKENTİ
KİGALİ,RUANDA’NIN BAŞKENTİ
KİK,BİR YARIŞ KAYIĞI
KİK,FUTA
KİKİRİK,"UZUN BOYLU, ZAYIF, İNCE KİMSE"
KİKİRİK,YERFISTIĞI
KİKİRİK,"ZAYIF, İNCE, UZUN BOYLU"
KİKİRİK,"ZAYIF, İNCE, UZUN BOYLU KİMSE"
KİL,BİR TÜR TOPRAK
KİL,YAĞLI TOPRAK
KİL,YUMUŞAK VE YAĞLI TOPRAK
KİLE,ESKİ BİR TAHIL AĞIRLIK ÖLÇÜSÜ
KİLE,"GENELLİKLE TAHIL ÖLÇMEDE KULLANILAN, BELİRLİ HACİMDEKİ KAP, ÖLÇEK."
KİLE,TAHIL ÖLÇEĞİ
KİLER,AMBAR
KİLER,ERZAK ODASI
KİLER,ERZAK SAKLANAN ODA
KİLOMETRE,BİN METRE
KİLS,KİREÇ TAŞI
KİLS,"KİREÇ, SÖNMEMİŞ KİREÇ"
KİLİM,"DÖŞEME, DİVAN GİBİ YERLERE SERİLEN DOKUMA"
KİLİM,"DÖŞEME, DİVAN GİBİ YERLERE SERİLEN, GENELLİKLE DESENLİ, HAVSIZ, KALIN, KIL YA DA YÜN DOKUMA."
KİLİM,PAÇAVRADAN DOKUMA
KİLİM,"YERE SERİLEN, KIL YA DA YÜN DOKUMA"
KİLİS,BİR İLİMİZ
KİLİSE,HIRİSTİYANLARIN İBADET ETTİKLERİ YER
KİLİSE,HRİSTİYAN İBADET YERİ
KİM,BİR BAĞLAÇ
KİM,HANGİ KİŞİ
KİM,HANGİ KİŞİ?
KİMONO,GENİŞ KOLLU SABAHLIK
KİMONO,JAPONLARIN ULUSAL GİYSİSİ
KİMONO,JAPONYA'NIN GELENEKSEL GİYSİSİ
KİMSE,"ŞAHIS, NEFER"
KİMYA,KİMYASAL TEPKİMELERİ İNCELEYEN BİLİM DALI
KİMYA,"MADDELERİN TEMEL YAPILARINI, BİRLEŞMELERİNİ, DÖNÜŞÜMLERİNİ, ÇÖZÜMLEME, BİRLEŞİM VE ÜRETİM YÖNTEMLERİNİ İNCELEYEN BİLİM"
KİMYON,GÜZEL KOKULU BİR BAHARAT
KİMYONİ,KAHVERENGİYE ÇALAN YEŞİL
KİMİ,BAZISI
KİMİ,BİR KISIM (İNSAN)
KİMİ,"BİR TAKIMI, BAZISI"
KİMİ,"BİRTAKIM, BAZI"
KİMİ,"BİRTAKIMI, BAZISI"
KİMİ,HANGİ KİŞİ
KİN,GARAZ
KİN,"GARAZ, GAREZ"
KİN,GİZLİ DÜŞMANLIK
KİN,KESİCİ ARAÇ KABI
KİNAYE,DOKUNAKLI SÖZ
KİNAYE,"SİTEMLİ, DOKUNAKLI SÖZ"
KİNDAR,"KİN TUTAN, KİNCİ"
KİNETİK,HAREKETLE İLGİLİ
KİNETİK,KİMYASAL TEPKİMELERİN HIZLARINI İNCELEYEN BİLİM DALI
KİNİN,SITMA TEDAVİSİNDE KULLANILIR
KİNİN,SITMA İLACI
KİNİN,SITMANIN BİR İLACI
KİNİN,"SULFATA, SITMA İLACI"
KİNŞASA,KONGO DEMOKRATİK CUMHURİYETİ'NİN BAŞKENTİ
KİNŞASA,KONGO DEMOKRATİK CUMHURİYETİNİN BAŞKENTİ
KİNŞASA,KONGONUN BAŞKENTİ
KİNŞASA,KONGO’NUN BAŞKENTİ
KİP,"SAĞLAM, DAYANIKLI"
KİP,"UYGUN, TIPATIP GELEN."
KİPPA,YAHUDİ TAKKESİ
KİR,BİR YERDE BİRİKEN PİSLİK
KİR,"LEKE, ŞAİBE"
KİR,PASAK
KİRA,İCAR
KİRALAMAK,KİRA İLE TUTMAK
KİRALAMAK,KİRAYA VERMEK
KİRAZ,BİR MEYVE
KİRAZ,İZMİR İLÇESİ
KİREMİT,ÇATI ÖRTÜSÜ
KİRMEN,ELDE YÜN EĞİRME ARACI
KİRMEN,ELDE YÜN EĞİRMEYE YARAYAN ARAÇ
KİRPİ,SIRTI DİKENLİ BİR HAYVAN
KİRVE,SÜNNET BABASI
KİRVE,"SÜNNET OLAN ÇOCUĞUN BÜTÜN MASRAFLARINI ÜSTLENDİKTEN SONRA SÜNNET SIRASINDA ÇOCUĞU KUCAĞINA ALARAK ELİNİ, KOLUNU TUTAN VE BÜTÜN HAYATI BOYUNCA ÇOCUK ÜZERİNDE BABASINA YAKIN HAK TAŞIYAN KİMSE"
KİRİŞ,ANATOMİDE TENDON
KİRİŞ,ÇALGI TELİ
KİST,"KÜÇÜK PATOLOJİK TORBA, KİTLE"
KİSVE,KILIK
KİSVE,KILIK KIYAFET
KİT,KISIK SESLİ KÜÇÜK KEMAN
KİT,MACUN
KİT,TEST SİSTEMLERİ
KİTABE,OYMA YAZIT
KİTABE,YAZIT
KİTAP,HERHANGİ BİR KONUDA YAZILMIŞ ESER
KİTARA,GİTAR
KİTRE,BİR TÜR ZAMK
KİTRE,GEVENDEN ÇIKARILAN BİR ZAMK TÜRÜ
KİTİN,BAZI MANTAR VE LİKENLERDE DE RASTLANAN MADDE
KİTİN,DAYANIKLI VE ESNEK ORGANİK MADDE
KİTİN,EKLEM BACAKLILARIN DIŞ DOKUSUNU OLUŞTURAN ORGANİK MADDE
KİTİN,SELÜLOZUN BİR TÜREVİ
KİVİ,BİR MEYVE
KİVİ,YENİ ZELANDA’DA YAŞAYAN BİR KUŞ
KİZİR,KÖY MUHTARI YARDIMCISI
KİÇ,YOZ BEĞENİ
KİĞI,BİNGÖL İLÇESİ
KİĞI,BİNGÖL'ÜN BİR İLÇESİ
KİŞİLİK,ŞAHSİYET
KİŞİNEV,MOLDOVA'NIN BAŞKENTİ
LA,BİR NOTA
LA,LANTA'NIN SİMGESİ
LA,LANTAN (SİMGE)
LA,LANTAN (SİMGESİ)
LA,LANTAN SİMGESİ
LAAKAL,EN AZINDAN
LAAKAL,"EN AZINDAN, HİÇ OLMAZSA"
LAAKAL,"ESKİ DİLDE EN AZINDAN, ASGARİ"
LABA,"ANTALYA YÖRESİNE ÖZGÜ, KABURGA KEMİĞİ VE PİRİNÇLE YAPILAN BİR YEMEK"
LABADA,EFELEK
LABADA,EFELEK DE DENİLEN ÇOK YILLIK OTSU BİR BİTKİ.
LABADA,EFELEK OTU
LABORATUVAR,BİLİMSEL DENEY YAPILAN YER?
LADEN,"AKDENİZ ÜLKELERİNDE YETİŞEN, TÜYLÜ VE GENELLİKLE YAPIŞKAN YAPRAKLI, REÇİNESİ HEKİMLİKTE KULLANILAN BİR BİTKİ"
LADEN,REÇİNESİ HEKİMLİKTE KULLANILAN BİR AĞAÇÇIK
LADES,'SERAP BALIM' BİR KİTABI
LADES,SERAP BALIM KİTABI
LADES,ŞARAP BALIM KİTABI
LADOGA,AVRUPANIN EN BÜYÜK GÖLÜ
LADOGA,AVRUPA’NIN EN BÜYÜK GÖLÜ
LADİK,SAMSUN İLÇESİ
LADİN,BİR ORMAN AĞACI
LADİN,ÇAMGİLLERDEN 50-60 METRE YÜKSEKLİĞİNDE DÜZ GÖVDELİ AĞAÇ TÜRÜ
LADİN,"ÇAMGİLLERDEN, DÜZ GÖVDELİ AĞAÇ TÜRÜ"
LADİNİ,DİN DIŞI
LAEDRİ,ANONİM
LAEDRİ,YAZARI BİLİNMEYEN
LAF,(MECAZEN) DEDİKODU
LAF,SÖZ
LAF,"SÖZ, LAKIRTI"
LAFAZAN,GEVEZE
LAFAZAN,"ÇOK KONUŞAN, GEVEZE"
LAFZİ,"SÖZÜN SÖYLENİŞİNE, YAPISINA AİT, SÖZLE İLGİLİ"
LAGAR,"ZAYIF, ÇELİMSİZ"
LAGAR,"ZAYIF, ÇELİMSİZ, ETSİZ"
LAGOS,KAYA HANİSİ
LAGOS,LEZZETLİ BİR BALIK
LAGÜN,DENİZ KULAĞI
LAGÜN,DENİZ KULAĞI (COĞRAFYA)
LAHANA,BİR BİTKİ TÜRÜ
LAHANA,KELEM
LAHANA,TURPGİLLERDEN GENİŞ VE KALINCA YAPRAKLI SEBZE
LAHOS,BİR EGE BALIĞI
LAHOS,"HANİGİLLERDEN, AKDENİZ VE EGE’DE YAŞAYAN LEZZETLİ BİR BALIK"
LAHUTİ,İLAHİ
LAHİKA,EK
LAHİT,OYMA MERMER MEZAR
LAHİT,SÜSLÜ MEZAR
LAHİT,SÜSLÜ TAŞ MEZAR
LAHİT,TAŞ YA DA MERMERDEN OYMA MEZAR
LAK,AĞAÇ CİLASI
LAK,BOYACILIKTA KULLANILAN MADDE
LAK,BİR TÜR ZAMK
LAK,TAHTA CİLASI
LAK,TAHTA CİLASÄ±
LAKA,BİR CİNS REÇİNE
LAKA,YOL ÜZERİNDE OLUŞAN ÇUKUR
LAKA,YOLDA OLUŞAN ÇUKUR
LAKAP,BİR KİMSEYE TAKILMIŞ AD
LAKAP,TAKILMIŞ AD
LAKAP,TAKMA AD
LAKAP,TAKMAAD
LAKE,LAK İLE CİLALANMIŞ
LAKERDA,BALIK SALAMURASI
LAKLAK,GEVEZELİK
LAKLAK,LEYLEĞİN GAGASIYLA ÇIKARDIĞI SES
LAKLAKA,GEREKSİZ BOŞ SÖZ
LAKLAKA,"GEREKSİZ, BOŞ SÖZ"
LAKTOZ,SÜT ŞEKERİ
LAKİN,"AMA, FAKAT"
LAKİN,"FAKAT, AMA"
LAL,DEĞERLİ BİR TAŞ
LAL,DİLSİZ
LAL,DİLİ TUTULMUŞ
LAL,"DİLİ TUTULMUŞ, DİLSİZ"
LAL,PARLAK KIRMIZI RENKTE DEĞERLİ BİR TAŞ
LAL,"SAMİT’DE DENİLEN VE SÖZSÜZ OYNANAN KÖY SEYİRLİK OYUNLARININ GENEL ADI, DİLSİZ"
LALA,"TARİHTE, ŞAHZADE EĞİTMENİ"
LALA,ŞEHZADE EĞİTMENİ
LALANGA,BİR HAMUR TATLISI
LALANGA,"YAĞDA KIZARTILARAK, ÜZERİNE ŞEKER YADA ŞERBET DÖKÜLEN BİR HAMUR TATLISI"
LALAPAŞA,EDİRNE İLÇESİ
LALE,BİR SÜS BİTKİSİ
LALE,BİR ÇİÇEK
LALE,MEYVE KOPARMAK İÇİN UCUNA ÜÇLÜ YADA DÖRTLÜ BİR ÇATAL GEÇİRİLMİŞ SIRIK
LALE,‘... BAŞAR’ (AKTRİS)
LALELİK,LALE VAZOSU
LALEZAR,LALE BAHÇESİ
LAM,BİR MİKROSKOP CAMI
LAM,"DAR, ÇOK İNCE METAL PARÇA"
LAM,MİKROSKOP CAMI
LAMA,AMERİKAN DEVESİ
LAMA,"AMERİKAN DEVESİ, GEVİŞ GETİREN HAYVAN"
LAMA,BİR HAYVAN
LAMBA,GECE KULLANILAN IŞIK KAYNAĞI?
LAMBA,IŞIK VEREN BİR ARAÇ
LAMBA,PETROL GİBİ YANICI BİR MADDE YAKARAK YA DA ELEKTRİK AKIMIYLA İÇİNDEKİ TELLER AKKOR DURUMUNA GEÇEREK IŞIK VEREN ALET
LAMBADA,G. AMERİKA’DAN YAYILMIŞ DANS
LAMBADA,G.AMERİKA’DA YAYILMIŞ DANS
LAMBRİ,İÇ DUVAR KAPLAMASI
LAME,METAL GÖRÜNÜMLÜ DERİ
LAME,METAL PARLAKLIĞI VERİLMİŞ DERİ
LAMEKAN,MEKANSIZ
LAMEKAN,YERSİZ YURTSUZ
LAMEL,BİR MİKROSKOP CAMI
LAMEL,MİKROSKOP CAMI
LAMELİF,DOLAMBAÇLI
LAMELİF,"EĞRİ BÜĞRÜ, ÇARPIK"
LAMİ,PARILDAYAN
LAMİNARYA,"BÜTÜN DENİZLERDE YETİŞEN, EMİCİ KÖKLERLE KAYALARA TUTUNAN, UZUN ŞERİTLER DURUMUNDA BİR DENİZ YOSUNU"
LAMİNARYA,BİR TÜR DENİZ YOSUNU
LAMİNAT,BİR TÜR YAPAY PARKE
LAMİSE,"DOKUNUM, DUYARGA"
LAMİSE,DUYARGA
LAMİSE,"DUYARGA, DOKUNMA DUYUSU"
LAN,BİLGİSAYAR AĞLARI (KISACA)
LAN,ESKİ DİLDE LANET ETME
LAN,ESKİ DİLDE LANET SÖZÜ
LAN,YEREL BİLGİSAYAR AĞLARI
LAN,YEREL BİLGİSAYAR AĞLARI (KISACA)
LANARKİT,HİDRATLI DOĞAL KURŞUN SÜLFAT
LANET,BEDDUA
LANET,BİR İLENME SÖZÜ
LANET,"TERS, BERBAT, ÇOK KÖTÜ"
LANET,"ÇOK KÖTÜ, BERBAT"
LANOLİN,"ECZACILIKTA, PARFÜMERİDE KULLANILAN VE ÇİÇEKLERDEN ÇIKARILAN SARIMTIRAK YAĞ"
LANOLİN,PARFÜMERİDE KULLANILAN BİR YAĞ
LANOLİN,"YAPAĞIDAN ELDE EDİLEN, ECZACILIKTA VE PARFÜMERİDE KULLANILAN BİR YAĞ"
LANOLİN,YAPAĞIDAN ÇIKARILAN YAĞ
LANSE,ÖN TANITIM
LANSE,"İLERİ ATILMIŞ, ORTAYA ÇIKARILMIŞ"
LANTAN,ATOM NUMARASI 57
LANTAN,ATOM NUMARASI 57 OLAN ELEMENT
LANTAN,‘LA’ SİMGESİYLE GÖSTERİLEN ELEMENT
LAP,EGE BÖLGESİNDE TAZE SARI İNCİRE VERİLEN AD
LAP,YUMUŞAK VE AĞIR BİR ŞEY DÜŞTÜĞÜNDE ÇIKAN SES
LAPA,NİŞASTA BULAMACI
LAPA,NİŞASTALI BULAMAÇ
LAPA,NİŞASTANIN BULAMAÇ KIVAMI
LAPACI,"YORGUN, BİTMİŞ TÜKENMİŞ"
LAPACI,"YORGUN, TÜKENMİŞ"
LAPAZ,BOLİVYA BAŞKENTİ
LAPAZ,BOLİVYANIN BAŞKENTİ
LAPAZ,BOLİVYA’NIN BAŞKENTİ
LAPSEKİ,ÇANAKKALE İLÇESİ
LAR,BİR ÇOĞUL EKİ
LAR,BİR ÇOĞUL TAKISI
LAR,LİBYA’NIN PLAKA İŞARETİ
LARA,‘... FABİAN’ (ŞARKICI)
LARENDE,KARAMAN’ IN ESKİ ADI
LARP,ANSIZIN VE GÜÇLÜ
LARP,ANSIZIN VE GÜÇLÜ BİR BİÇİMDE
LARİ,GÜRCÜ PARA BİRİMİ
LARİ,GÜRCİSTANIN PARA BİRİMİ
LARİ,GÜRCİSTAN’IN PARA BİRİMİ
LASKİNE,BİR İSKAMBİL OYUNU
LASKİNE,İSKAMBİL KAĞITLARIYLA OYNANAN BİR OYUN
LASO,BİR TÜR KEMENT
LASO,KEMENT
LASO,KEMENT.
LAT,LETONYA PARA BİRİMİ
LAT,LETONYA’NIN PARA BİRİMİ.
LATA,DAR VE KALINCA TAHTA
LATA,KALIN VE DAR TAHTA
LATEKS,BAZI BİTKİLERİN GENELLİKLE SÜT GÖRÜNÜMÜNDE OLAN ÖZSUYU (KAUÇUK ÖZSUYU)
LATEKS,BİTKİ ÖZ SUYU
LATERİT,BİR TÜR TOPRAK
LATERİT,VERİMLİ TOPRAK
LATTE,BİR TÜR KAHVE
LATİF,"YUMUŞAK, HOŞ"
LATİF,"YUMUŞAK, HOŞ, İNCE BİR GÜZELLİĞİ OLAN"
LATİF,İŞLERİN BÜTÜN İNCELİKLERİNİ BİLEN
LATİFE,İNSANDAKİ İLAHİ CEVHERE İŞARET EDEN TASAVVUF TERİMİ.
LATİFE,ŞAKA
LATİFE,‘... TEKİN’ (YAZAR)
LATİN,İTALYADA YAŞAMIŞ ANTİK HALK
LATİN,İTALYA’DA YAŞAMIŞ ANTİK HALK
LAUBALİ,AŞIRI SAMİMİ
LAUBALİ,"SAYGISIZ, ÇEKİNMESİ OLMAYAN"
LAV,PÜSKÜRTÜ
LAV,YANARDAĞ PÜSKÜRTÜSÜ
LAVTA,DOĞACAK ÇOCUĞU ANA RAHMİNDEN ÇEKMEYE YARAYAN AYGIT
LAVTA,UTTAN KÜÇÜK BİR ÇALGI
LAY,"ÇAMUR, CIVIK"
LAZA,BAL TEKNESİ
LAZA,KÜÇÜK BAL TEKNESİ
LAZER,YOĞUN IŞIK KAYNAĞI
LAZER,"ÇOK GÜÇLÜ PIRILTILAR OLUŞTURAN, DEĞİŞİK ALANLARDA KULLANILAN IŞIK KAYNAĞI"
LAZIM,GEREKLİ BİLGİ
LAZUT,MISIR
LAZUT,MISIR (HALK DİLİ)
LAÇKA,"DÜZENİ BOZULMUŞ, GEVŞEMİŞ"
LAÇKA,GEVŞEK
LAÇKA,"GEVŞEMİŞ, DÜZENİ BOZULMUŞ"
LAÇO,ARGODA GENÇ VE YAKIŞIKLI ERKEĞE VERİLEN AD
LAÇİN,"ATMACA, DOĞAN"
LAÇİN,ÇORUM İLÇESİ
LAİK,DEVLET İŞLERİNİ DİNDEN AYRI TUTAN
LAİK,DİN VE DEVLET İŞLERİNİ AYIRAN
LAİK,"DİN İŞLERİNİ DEVLET İŞLERİNE KARIŞTIRMAYAN, DEVLET İŞLERİNİ DİNDEN AYRI TUTAN"
LAİK,LAİSİZM
LAİK,LAİSİZM YANLISI
LAİN,LANET EDEN
LAİN,LANETLENMİŞ MELUN
LAİN,"LANETLENMİŞ, MELUN"
LAİN,"MELUN, KOVULMUŞ, LANETLENMİŞ, İSTENMEYEN"
LAŞE,"GEMİ ENKAZI, BATIK"
LAŞE,LEŞ
LB,LİBERYA PLAKASI
LB,LİBERYA’NIN PLAKA İŞARETİ
LE,VİETNAM KRALLIK HANEDANI
LEA,YAKUP PEYGAMBERİN KARISI
LEB,"""..... DEMEDEN LEBLEBEYİ ANLAMAK."""
LEB,DUDAK (ESKİ DİL)
LEB,ESKİ DİLDE DUDAK
LEBALEP,AĞZINA KADAR DOLU
LEBEKE,ŞERİT PARÇASI
LEBİDERYA,DENİZ KENARI
LED,MİNİK AMPUL
LEF,MAYAKOVSKİ’NİN BAŞINI ÇEKTİĞİ ESKİ SOVYET EDEBİYAT GRUBU
LEF,"İÇİNE SOKMA, İLİŞTİRME"
LEFKOŞA,KIBRIS'IN BAŞKENTİ
LEFKOŞA,KIBRISIN BAŞKENTİ
LEFKOŞA,KIBRIS’IN BAŞKENTİ
LEGATO,BİR PARÇANIN NOTALARINI ARA VERMEDEN BİRBİRİNE BAĞLAMAK
LEGATO,BİR PARÇANIN NOTALARINI ARA VERMEDEN BİRBİRİNE BAĞLAYARAK (SÖYLEMEK YA DA ÇALMAK)
LEGATO,"BİR PARÇANIN NOTALARININ, ARA VERMEDEN BİRBİRİNE BAĞLANARAK SÖYLENECEĞİNİ VEYA ÇALINACAĞINI BELİRTEN MÜZİK TERİMİ"
LEGATO,NOTALARI ARA VERMEDEN SÖYLEMEK
LEGORN,BİR TAVUK IRKI
LEGORN,"YUMURTA VERİMİ ÇOK, GENELLİKLE BEYAZ TÜYLÜ BİR TAVUK IRKI"
LEH,ALEYH KARŞITI
LEH,POLONYALI
LEHÇE,"BİR DİLİN TARİHSEL, BÖLGESEL, SİYASAL SEBEPLERDEN DOLAYI SES, YAPI VE SÖZ DİZİMİ ÖZELLİKLERİYLE AYRILAN KOLU, DİYALEKT"
LEHÇE,KONUŞMA TARZI
LEHİM,"ERİME NOKTALARI DÜŞÜK METALLERİ TUTTURMA İŞLEMLERİNDE KULLANILAN, KALAY VE KURŞUN ALAŞIMLARININ GENEL ADI"
LEHİM,KALAY KURŞUN ALAŞIMI
LEHİM,KALAY VE KURŞUN ALAŞIMLARININ GENEL ADI
LEHİM,"METALLERİ BİRLEŞTİRMEDE KULLANILAN, KALAY VE KURŞUN ALAŞIMLARININ GENEL ADI"
LEJYON,BÜYÜK ASKERİ BİRLİK
LEK,ARNAVUT PARA BİRİMİ
LEK,ARNAVUTLUK PARA BİRİMİ
LEKE,BİR YÜZEYDE TÜRLÜ SEBEPLER DOLAYISIYLA OLUŞAN FARKLI RENK
LEKE,KİR İZİ
LEKE,KİRLİLİĞİ GÖSTEREN İZ
LEKE,ŞAİBE
LEKECİ,KURU TEMİZLEYİCİ
LEKEN,KAR AYAKLIĞI
LEKESİZ,LEKESİ OLMAYAN
LEKESİZ,"LEKESİ OLMAYAN, TEMİZ"
LEKESİZ,"LEKESİ OLMAYAN, TERTEMİZ"
LEKTÖR,OKUTMAN
LEMA,ESKİ DİLDE PARLAMAK
LEMA,PARILTI
LEMA,"PARILTI, PARLAYIŞ"
LEMİS,EL İLE DOKUNARAK DUYMA
LENA,RUSYADA BİR IRMAK
LENA,RUSYA’DA BİR IRMAK
LENA,RUSYA’DA BİR NEHİR
LENF,AKKAN
LENF,BEYAZ KAN HÜCRELERİ İÇEREN SIVI
LENS,GÖZE TAKILAN MERCEK
LENS,MERCEK
LEONA,SİERRA LEONE PARA BİRİMİ
LEOPAR,PARS
LEOPAR,POSTU BENEKLİ BİR YIRTICI HAYVAN
LEPRA,CÜZZAM
LERZAN,"TİTREK, TİTREYEN"
LESEPASE,SINIRDAN GEÇİŞ BELGESİ
LETAFET,"GÜZELLİK, HOŞLUK"
LEVA,BULGAR PARA BİRİMİ
LEVA,BULGAR PARASI
LEVENT,OSMANLI DONANMASI ASKERİ
LEVENT,OSMANLI'DA DENİZ ASKERİ
LEVHA,SAFİHA
LEVHA,ÜZERİNE YAZI YAZILMIŞ VEYA İŞARET KONULMUŞ METAL VEYA AHŞAP PLAKA
LEVREK,BEYAZ ETLİ BİR BALIK
LEVREK,BİR BALIK
LEVREK,BİR TÜR BALIK
LEVYE,BİR MEKANİZMANIN KUMANDA KOLU
LEY,ROMANYA PARA BİRİMİ
LEY,ROMANYA NIN PARA BİRİMİ
LEY,ROMANYANIN PARA BİRİMİ
LEY,ROMANYA’ NIN PARA BİRİMİ
LEY,ROMANYA’NIN PARA BİRİMİ
LEYAL,ESKİ DİLDE GECELER
LEYL,ESKİ DİLDE GECE
LEYLAFERAY,RESİMDEKİ OYUNCU
LEYLAK,"EFLATUN, BEYAZ, KOKULU ÇİÇEKLER AÇAN BİR AĞAÇ"
LEYLAK,GÜZEL KOKULU BİR ÇİÇEK
LEYLAK,HOŞ KOKULU ÇİÇEK AÇAN SÜS BİTKİSİ
LEYLİ,YATILI
LEZAR,KERTENKELE DERİSİ
LEZYON,DOKU BOZUKLUĞU
LEZİZ,"LEZZETLİ, TADI GÜZEL"
LEŞ,HAYVAN ÖLÜSÜ
LEŞ,KOKMUŞ HAYVAN ÖLÜSÜ
LEŞ,ÇOK KÖTÜ KOKAN
LIG,"AKARSUYUN GETİRDİĞİ İNCE ÇAMUR, TORTU, BİRİKİNTİ"
LIG,ALÜVYON
LIĞ,ALÜVYON
LM,LÜMEN (KISACA)
LO,İSTANBUL BOĞAZINA ADINI VEREN TANRIÇA
LOB,TENİSTE TOPUN ÇİZDİĞİ YOL. TOPU RAKİBİN ARKASINA DÜŞÜRMEYİ AMAÇLAYAN VURUŞ
LOBİ,"DALAN, ÇIKAR TOPLULUĞU"
LOBİ,OTELLERDE GİRİŞE YAKIN GENİŞ YER
LOBİ,ÇIKAR TOPLULUĞU
LODA,"KÜME, YIĞIN"
LODA,TOPRAKLA ÖRTÜLÜ SAMAN YIĞINI
LODER,YOL YAPIM MAKİNESİ
LODOS,"GÜNEY RÜZGARI, KABA YEL"
LODOS,"GÜNEY, GÜNEY RÜZGARI, KABA YEL"
LODOS,GÜNEYDEN VEYA GÜNEYBATIDAN ESEN VE BAZEN DE YAĞIŞ GETİREN YEREL RÜZGÂR
LODOS,"KABA YEL, BOZ YEL, AK YEL"
LOGO,BİR KURULUŞU SİMGELEYEN ŞEKİL
LOGO,"HARFLER, KISALTMALAR KÜMESİ"
LOK,GEMİLERİ AŞIRMAK İÇİN KULLANILAN ARA HAVUZ
LOK,GEMİLERİ FARKLI İKİ SU DÜZEYİNİN BİRİNDEN ÖTEKİNE GEÇİRMEK İÇİN YAPILAN ARA HAVUZ
LOK,KÜÇÜK TARLA
LOKAL,DERNEK EVİ
LOKAL,"YEREL, MAHALLİ"
LOKMA,BİR TÜR HAMUR TATLISI
LOKUM,BİR TÜR ŞEKERLEME
LOKUM,TÜRKLERE ÖZGÜ BİR ŞEKERLEME
LOMBAR,GEMİ BORDASINDAKİ DELİK
LOMBAR,"GEMİ BORDOLARINA, KÜPEŞTELERİNE AÇILAN DÖRTGEN BİÇİMLİ DELİK"
LONCA,ESNAF KURULUŞU
LONDRA,BİRLEŞİK KRALLIK'IN BAŞKENTİ
LONDRA,İNGİLTERENİN BAŞKENTİ
LONDRA,İNGİLTERE’NİN BAŞKENTİ
LONG,‘JUSTİN ...’ (AKTÖR)
LOP,YUMUŞAK VE YUVARLAK
LOP,"YUMUŞAK, YUVARLAK"
LOP,"YUMUŞAK, YUVARLAK VE İRİCE"
LOR,BİR TÜR TAZE VE TUZSUZ BEYAZPEYNİR
LOR,TUZSUZ BEYAZ PEYNİR
LORTA,AYAKKABI KALIBININ ÇAPI
LORİ,BİR ÇEŞİT PAPAĞAN
LORİ,KUYRUKSUZ BİR MAYMUN
LORİ,KUYRUKSUZ BİR TÜR MAYMUN
LORİ,PAPAĞAN TÜRÜ
LOSTRA,AYAKKABI BOYAMA
LOT,BORSADA HİSSE
LOTA,TATLI SULARDA YAŞAYAN BİR TÜR GELİNCİK BALIĞI
LOTARYA,AD YA DA NUMARA ÇEKİLEREK OYNANAN ŞANS OYUNLARININ GENEL ADI
LOTARYA,ŞANS OYUNLARI
LOTUS,BİR SU ÇİÇEĞİ
LOTUS,NİLÜFER CİNSİNDEN BİR ÇOK BİTKİYE VERİLEN GENEL AD
LOTUS,NİLÜFER CİNSİNDEN BİRÇOK BİTKİYE VERİLEN GENEL AD
LOĞ,TAŞ SİLİNDİR
LOŞ,AZ IŞIK ALAN YER
LOŞ,YARI KARANLIK
LOŞ,"YETERİNCE AYDINLIK OLMAYAN, AZ IŞIK ALAN"
LPG,SIVILAŞTIRILMIŞ PETROL GAZI
LR,LORENTİYUM (SİMGE)
LR,LORENTİYUM'UN SİMGESİ
LS,LESOTO’NUN PLAKASI
LT,LİTRE (KISACA)
LT,LİTVANYA PLAKASI
LT,LİTVANYA’NIN PLAKASI
LTD,LİMİTED (KISACA)
LTD,LİMİTED (KISALTMA)
LU,LÜTESYUM (SİMGE)
LU,LÜTESYUM'UN SİMGESİ
LUANDA,ANGOLA'NIN BAŞKENTİ
LUANDA,ANGOLANIN BAŞKENTİ
LUANDA,ANGOLA’NIN BAŞKENTİ
LULİ,FENİKE KRALI (MÖ 705'TE HÜKÜM SÜRMÜŞTÜR)
LULİ,ÇİNGENE KIZI
LUMBAGO,BEL BÖLGESİNDEKİ AĞRI
LUN,KARAŞAR PRENSİNİN UNVANI
LUP,"BÜYÜTEÇ, PERTAVSIZ"
LUSAKA,ZAMBİYA'NIN BAŞKENTİ
LUSAKA,ZAMBİYANIN BAŞKENTİ
LUSAKA,ZAMBİYA’NIN BAŞKENTİ
